Query_ID,Query_Text,Category,Sentiment,Platform,Confidence,Expected_Automation_Rate,Expected_Resolution_Path,Expected_Response_Time_ms,Customer_Satisfaction_Score
RE-030,How do I process a return for a refund (query 29)?,refund_requests,Positive,Email,0.7,40%,Path C - Escalation,600,3.7
RE-031,"I was charged twice, please refund one",refund_requests,Neutral,Instagram,0.94,40%,Path C - Escalation,600,3.2
RE-032,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Negative,Twitter,0.69,40%,Path C - Escalation,600,2.7
RE-033,I want a refund for my order,refund_requests,Negative,Email,0.74,40%,Path C - Escalation,600,2.7
RE-034,Can I return and get my money back (query 33)?,refund_requests,Neutral,WhatsApp,0.87,40%,Path C - Escalation,600,3.2
RE-035,"This product is defective, I need a refund",refund_requests,Neutral,Twitter,0.86,40%,Path C - Escalation,600,3.2
RE-036,"The item arrived damaged, please refund",refund_requests,Negative,Chat,0.78,40%,Path C - Escalation,600,2.7
RE-037,"I changed my mind, can I get a refund (query 36)?",refund_requests,Negative,Twitter,0.79,40%,Path C - Escalation,600,2.7
RE-038,How do I process a return for a refund (query 37)?,refund_requests,Neutral,Chat,0.88,40%,Path C - Escalation,600,3.2
RE-039,"I was charged twice, please refund one",refund_requests,Neutral,Instagram,0.75,40%,Path C - Escalation,600,3.2
RE-040,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Critical,Twitter,0.86,40%,Path C - Escalation,600,2.2
RE-041,I want a refund for my order,refund_requests,Neutral,WhatsApp,0.89,40%,Path C - Escalation,600,3.2
RE-042,Can I return and get my money back (query 41)?,refund_requests,Neutral,Chat,0.76,40%,Path C - Escalation,600,3.2
RE-043,"This product is defective, I need a refund",refund_requests,Neutral,Chat,0.86,40%,Path C - Escalation,600,3.2
RE-044,"The item arrived damaged, please refund",refund_requests,Neutral,Chat,0.92,40%,Path C - Escalation,600,3.2
RE-045,"I changed my mind, can I get a refund (query 44)?",refund_requests,Neutral,Email,0.95,40%,Path C - Escalation,600,3.2
RE-046,How do I process a return for a refund (query 45)?,refund_requests,Neutral,Twitter,0.82,40%,Path C - Escalation,600,3.2
RE-047,"I was charged twice, please refund one",refund_requests,Negative,WhatsApp,0.66,40%,Path C - Escalation,600,2.7
RE-048,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Negative,Instagram,0.85,40%,Path C - Escalation,600,2.7
RE-049,I want a refund for my order,refund_requests,Neutral,Chat,0.74,40%,Path C - Escalation,600,3.2
RE-050,Can I return and get my money back (query 49)?,refund_requests,Negative,Instagram,0.92,40%,Path C - Escalation,600,2.7
RE-051,"This product is defective, I need a refund",refund_requests,Positive,Instagram,0.77,40%,Path C - Escalation,600,3.7
RE-052,"The item arrived damaged, please refund",refund_requests,Positive,Email,0.8,40%,Path C - Escalation,600,3.7
RE-053,"I changed my mind, can I get a refund (query 52)?",refund_requests,Positive,Twitter,0.73,40%,Path C - Escalation,600,3.7
RE-054,How do I process a return for a refund (query 53)?,refund_requests,Neutral,Twitter,0.93,40%,Path C - Escalation,600,3.2
RE-055,"I was charged twice, please refund one",refund_requests,Positive,Chat,0.8,40%,Path C - Escalation,600,3.7
RE-056,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Positive,WhatsApp,0.77,40%,Path C - Escalation,600,3.7
RE-057,I want a refund for my order,refund_requests,Neutral,WhatsApp,0.93,40%,Path C - Escalation,600,3.2
RE-058,Can I return and get my money back (query 57)?,refund_requests,Neutral,WhatsApp,0.79,40%,Path C - Escalation,600,3.2
RE-059,"This product is defective, I need a refund",refund_requests,Negative,Chat,0.69,40%,Path C - Escalation,600,2.7
RE-060,"The item arrived damaged, please refund",refund_requests,Neutral,Email,0.85,40%,Path C - Escalation,600,3.2
RE-061,"I changed my mind, can I get a refund (query 60)?",refund_requests,Neutral,Instagram,0.75,40%,Path C - Escalation,600,3.2
RE-062,How do I process a return for a refund (query 61)?,refund_requests,Negative,Instagram,0.73,40%,Path C - Escalation,600,2.7
RE-063,"I was charged twice, please refund one",refund_requests,Neutral,Chat,0.77,40%,Path C - Escalation,600,3.2
RE-064,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Neutral,WhatsApp,0.77,40%,Path C - Escalation,600,3.2
RE-065,I want a refund for my order,refund_requests,Neutral,Instagram,0.87,40%,Path C - Escalation,600,3.2
RE-066,Can I return and get my money back (query 65)?,refund_requests,Neutral,Email,0.8,40%,Path C - Escalation,600,3.2
RE-067,"This product is defective, I need a refund",refund_requests,Neutral,Chat,0.81,40%,Path C - Escalation,600,3.2
RE-068,"The item arrived damaged, please refund",refund_requests,Neutral,Chat,0.85,40%,Path C - Escalation,600,3.2
RE-069,"I changed my mind, can I get a refund (query 68)?",refund_requests,Neutral,WhatsApp,0.74,40%,Path C - Escalation,600,3.2
RE-070,How do I process a return for a refund (query 69)?,refund_requests,Neutral,Instagram,0.86,40%,Path C - Escalation,600,3.2
RE-071,"I was charged twice, please refund one",refund_requests,Neutral,Email,0.86,40%,Path C - Escalation,600,3.2
RE-072,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Neutral,WhatsApp,0.82,40%,Path C - Escalation,600,3.2
RE-073,I want a refund for my order,refund_requests,Critical,WhatsApp,0.89,40%,Path C - Escalation,600,2.2
RE-074,Can I return and get my money back (query 73)?,refund_requests,Neutral,WhatsApp,0.91,40%,Path C - Escalation,600,3.2
RE-075,"This product is defective, I need a refund",refund_requests,Neutral,WhatsApp,0.86,40%,Path C - Escalation,600,3.2
RE-076,"The item arrived damaged, please refund",refund_requests,Neutral,Twitter,0.96,40%,Path C - Escalation,600,3.2
RE-077,"I changed my mind, can I get a refund (query 76)?",refund_requests,Positive,Email,0.85,40%,Path C - Escalation,600,3.7
RE-078,How do I process a return for a refund (query 77)?,refund_requests,Critical,Email,0.74,40%,Path C - Escalation,600,2.2
RE-079,"I was charged twice, please refund one",refund_requests,Negative,Email,0.87,40%,Path C - Escalation,600,2.7
RE-080,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Positive,Instagram,0.78,40%,Path C - Escalation,600,3.7
RE-081,I want a refund for my order,refund_requests,Neutral,Instagram,0.75,40%,Path C - Escalation,600,3.2
RE-082,Can I return and get my money back (query 81)?,refund_requests,Neutral,WhatsApp,0.75,40%,Path C - Escalation,600,3.2
RE-083,"This product is defective, I need a refund",refund_requests,Negative,WhatsApp,0.82,40%,Path C - Escalation,600,2.7
RE-084,"The item arrived damaged, please refund",refund_requests,Critical,Instagram,0.87,40%,Path C - Escalation,600,2.2
RE-085,"I changed my mind, can I get a refund (query 84)?",refund_requests,Positive,Email,0.81,40%,Path C - Escalation,600,3.7
RE-086,How do I process a return for a refund (query 85)?,refund_requests,Neutral,Chat,0.94,40%,Path C - Escalation,600,3.2
RE-087,"I was charged twice, please refund one",refund_requests,Negative,Chat,0.74,40%,Path C - Escalation,600,2.7
RE-088,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Critical,WhatsApp,0.98,40%,Path C - Escalation,600,2.2
RE-089,I want a refund for my order,refund_requests,Positive,Chat,0.77,40%,Path C - Escalation,600,3.7
RE-090,Can I return and get my money back (query 89)?,refund_requests,Negative,WhatsApp,0.79,40%,Path C - Escalation,600,2.7
RE-091,"This product is defective, I need a refund",refund_requests,Neutral,Chat,0.8,40%,Path C - Escalation,600,3.2
RE-092,"The item arrived damaged, please refund",refund_requests,Positive,WhatsApp,0.79,40%,Path C - Escalation,600,3.7
RE-093,"I changed my mind, can I get a refund (query 92)?",refund_requests,Neutral,Twitter,0.71,40%,Path C - Escalation,600,3.2
RE-094,How do I process a return for a refund (query 93)?,refund_requests,Neutral,Chat,0.7,40%,Path C - Escalation,600,3.2
RE-095,"I was charged twice, please refund one",refund_requests,Neutral,Instagram,0.74,40%,Path C - Escalation,600,3.2
RE-096,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Neutral,Chat,0.81,40%,Path C - Escalation,600,3.2
RE-097,I want a refund for my order,refund_requests,Positive,WhatsApp,0.79,40%,Path C - Escalation,600,3.7
RE-098,Can I return and get my money back (query 97)?,refund_requests,Negative,Twitter,0.76,40%,Path C - Escalation,600,2.7
RE-099,"This product is defective, I need a refund",refund_requests,Negative,Email,0.82,40%,Path C - Escalation,600,2.7
RE-100,"The item arrived damaged, please refund",refund_requests,Critical,Email,0.77,40%,Path C - Escalation,600,2.2
PR-001,This product is terrible quality,product_complaints,Negative,WhatsApp,0.81,45%,Path C - Escalation,600,2.8
PR-002,The item I received is not as described,product_complaints,Positive,Twitter,0.87,45%,Path C - Escalation,600,3.8
PR-003,Your product broke after one week,product_complaints,Negative,Instagram,0.92,45%,Path C - Escalation,600,2.8
PR-004,The packaging was damaged on arrival,product_complaints,Neutral,Email,0.97,45%,Path C - Escalation,600,3.3
PR-005,This is not what I ordered,product_complaints,Neutral,Instagram,0.76,45%,Path C - Escalation,600,3.3
PR-006,The product smells bad,product_complaints,Positive,Email,0.74,45%,Path C - Escalation,600,3.8
PR-007,The fitness equipment is defective,product_complaints,Neutral,Twitter,0.91,45%,Path C - Escalation,600,3.3
PR-008,Will you match a competitor's pricing on this item (query 7)?,product_complaints,Neutral,Twitter,0.79,45%,Path C - Escalation,600,3.3
PR-009,This product is terrible quality,product_complaints,Critical,Twitter,0.68,45%,Path C - Escalation,600,2.3
PR-010,The item I received is not as described,product_complaints,Positive,Twitter,0.72,45%,Path C - Escalation,600,3.8
PR-011,Your product broke after one week,product_complaints,Negative,Email,0.95,45%,Path C - Escalation,600,2.8
PR-012,The packaging was damaged on arrival,product_complaints,Negative,Chat,0.83,45%,Path C - Escalation,600,2.8
PR-013,This is not what I ordered,product_complaints,Critical,Chat,0.84,45%,Path C - Escalation,600,2.3
PR-014,The product smells bad,product_complaints,Neutral,Chat,0.93,45%,Path C - Escalation,600,3.3
PR-015,The fitness equipment is defective,product_complaints,Negative,Email,0.78,45%,Path C - Escalation,600,2.8
PR-016,Will you match a competitor's pricing on this item (query 15)?,product_complaints,Negative,Twitter,0.82,45%,Path C - Escalation,600,2.8
PR-017,This product is terrible quality,product_complaints,Critical,Chat,0.9,45%,Path C - Escalation,600,2.3
PR-018,The item I received is not as described,product_complaints,Positive,Chat,0.83,45%,Path C - Escalation,600,3.8
PR-019,Your product broke after one week,product_complaints,Positive,WhatsApp,0.74,45%,Path C - Escalation,600,3.8
PR-020,The packaging was damaged on arrival,product_complaints,Neutral,Chat,0.81,45%,Path C - Escalation,600,3.3
PR-021,This is not what I ordered,product_complaints,Negative,Chat,0.67,45%,Path C - Escalation,600,2.8
PR-022,The product smells bad,product_complaints,Neutral,Twitter,0.73,45%,Path C - Escalation,600,3.3
PR-023,The fitness equipment is defective,product_complaints,Negative,WhatsApp,0.72,45%,Path C - Escalation,600,2.8
PR-024,Will you match a competitor's pricing on this item (query 23)?,product_complaints,Neutral,Twitter,0.79,45%,Path C - Escalation,600,3.3
PR-025,This product is terrible quality,product_complaints,Neutral,Chat,0.84,45%,Path C - Escalation,600,3.3
PR-026,The item I received is not as described,product_complaints,Positive,Chat,0.7,45%,Path C - Escalation,600,3.8
PR-027,Your product broke after one week,product_complaints,Neutral,Twitter,0.74,45%,Path C - Escalation,600,3.3
PR-028,The packaging was damaged on arrival,product_complaints,Neutral,WhatsApp,0.73,45%,Path C - Escalation,600,3.3
PR-029,This is not what I ordered,product_complaints,Negative,Twitter,0.68,45%,Path C - Escalation,600,2.8
PR-030,The product smells bad,product_complaints,Critical,WhatsApp,0.66,45%,Path C - Escalation,600,2.3
PR-031,The fitness equipment is defective,product_complaints,Positive,WhatsApp,0.73,45%,Path C - Escalation,600,3.8
PR-032,Will you match a competitor's pricing on this item (query 31)?,product_complaints,Negative,WhatsApp,0.79,45%,Path C - Escalation,600,2.8
PR-033,This product is terrible quality,product_complaints,Negative,Twitter,0.73,45%,Path C - Escalation,600,2.8
PR-034,The item I received is not as described,product_complaints,Neutral,Chat,0.9,45%,Path C - Escalation,600,3.3
PR-035,Your product broke after one week,product_complaints,Negative,Twitter,0.81,45%,Path C - Escalation,600,2.8
PR-036,The packaging was damaged on arrival,product_complaints,Neutral,Chat,0.91,45%,Path C - Escalation,600,3.3
PR-037,This is not what I ordered,product_complaints,Positive,Instagram,0.72,45%,Path C - Escalation,600,3.8
PR-038,The product smells bad,product_complaints,Positive,Chat,0.72,45%,Path C - Escalation,600,3.8
PR-039,The fitness equipment is defective,product_complaints,Neutral,Instagram,0.8,45%,Path C - Escalation,600,3.3
PR-040,Will you match a competitor's pricing on this item (query 39)?,product_complaints,Critical,Chat,0.93,45%,Path C - Escalation,600,2.3
PR-041,This product is terrible quality,product_complaints,Negative,WhatsApp,0.76,45%,Path C - Escalation,600,2.8
PR-042,The item I received is not as described,product_complaints,Negative,Chat,0.85,45%,Path C - Escalation,600,2.8
PR-043,Your product broke after one week,product_complaints,Neutral,Chat,0.88,45%,Path C - Escalation,600,3.3
PR-044,The packaging was damaged on arrival,product_complaints,Positive,Twitter,0.75,45%,Path C - Escalation,600,3.8
PR-045,This is not what I ordered,product_complaints,Neutral,Chat,0.98,45%,Path C - Escalation,600,3.3
PR-046,The product smells bad,product_complaints,Critical,Chat,0.95,45%,Path C - Escalation,600,2.3
PR-047,The fitness equipment is defective,product_complaints,Neutral,Instagram,0.75,45%,Path C - Escalation,600,3.3
PR-048,Will you match a competitor's pricing on this item (query 47)?,product_complaints,Neutral,Email,0.79,45%,Path C - Escalation,600,3.3
PR-049,This product is terrible quality,product_complaints,Neutral,Twitter,0.73,45%,Path C - Escalation,600,3.3
PR-050,The item I received is not as described,product_complaints,Neutral,Instagram,0.83,45%,Path C - Escalation,600,3.3
PR-051,Your product broke after one week,product_complaints,Neutral,Instagram,0.96,45%,Path C - Escalation,600,3.3
PR-052,The packaging was damaged on arrival,product_complaints,Negative,Email,0.7,45%,Path C - Escalation,600,2.8
PR-053,This is not what I ordered,product_complaints,Neutral,Chat,0.81,45%,Path C - Escalation,600,3.3
PR-054,The product smells bad,product_complaints,Negative,Instagram,0.77,45%,Path C - Escalation,600,2.8
PR-055,The fitness equipment is defective,product_complaints,Neutral,Email,0.74,45%,Path C - Escalation,600,3.3
PR-056,Will you match a competitor's pricing on this item (query 55)?,product_complaints,Neutral,Email,0.81,45%,Path C - Escalation,600,3.3
PR-057,This product is terrible quality,product_complaints,Neutral,WhatsApp,0.88,45%,Path C - Escalation,600,3.3
PR-058,The item I received is not as described,product_complaints,Positive,WhatsApp,0.8,45%,Path C - Escalation,600,3.8
PR-059,Your product broke after one week,product_complaints,Neutral,Instagram,0.76,45%,Path C - Escalation,600,3.3
PR-060,The packaging was damaged on arrival,product_complaints,Neutral,WhatsApp,0.76,45%,Path C - Escalation,600,3.3
PR-061,This is not what I ordered,product_complaints,Negative,Twitter,0.76,45%,Path C - Escalation,600,2.8
PR-062,The product smells bad,product_complaints,Negative,Twitter,0.65,45%,Path C - Escalation,600,2.8
PR-063,The fitness equipment is defective,product_complaints,Positive,Twitter,0.78,45%,Path C - Escalation,600,3.8
PR-064,Will you match a competitor's pricing on this item (query 63)?,product_complaints,Neutral,Email,0.89,45%,Path C - Escalation,600,3.3
PR-065,This product is terrible quality,product_complaints,Positive,Email,0.72,45%,Path C - Escalation,600,3.8
PR-066,The item I received is not as described,product_complaints,Neutral,Twitter,0.8,45%,Path C - Escalation,600,3.3
PR-067,Your product broke after one week,product_complaints,Neutral,WhatsApp,0.95,45%,Path C - Escalation,600,3.3
PR-068,The packaging was damaged on arrival,product_complaints,Positive,Chat,0.81,45%,Path C - Escalation,600,3.8
PR-069,This is not what I ordered,product_complaints,Neutral,Chat,0.87,45%,Path C - Escalation,600,3.3
PR-070,The product smells bad,product_complaints,Negative,Chat,0.81,45%,Path C - Escalation,600,2.8
PR-071,The fitness equipment is defective,product_complaints,Negative,Chat,0.98,45%,Path C - Escalation,600,2.8
PR-072,Will you match a competitor's pricing on this item (query 71)?,product_complaints,Neutral,WhatsApp,0.77,45%,Path C - Escalation,600,3.3
PR-073,This product is terrible quality,product_complaints,Negative,Instagram,0.81,45%,Path C - Escalation,600,2.8
PR-074,The item I received is not as described,product_complaints,Negative,Chat,0.66,45%,Path C - Escalation,600,2.8
PR-075,Your product broke after one week,product_complaints,Neutral,Chat,0.8,45%,Path C - Escalation,600,3.3
PR-076,The packaging was damaged on arrival,product_complaints,Neutral,Email,0.95,45%,Path C - Escalation,600,3.3
PR-077,This is not what I ordered,product_complaints,Neutral,WhatsApp,0.71,45%,Path C - Escalation,600,3.3
PR-078,The product smells bad,product_complaints,Neutral,Twitter,0.79,45%,Path C - Escalation,600,3.3
PR-079,The fitness equipment is defective,product_complaints,Neutral,Email,0.9,45%,Path C - Escalation,600,3.3
PR-080,Will you match a competitor's pricing on this item (query 79)?,product_complaints,Neutral,Instagram,0.94,45%,Path C - Escalation,600,3.3
PR-081,This product is terrible quality,product_complaints,Positive,Chat,0.73,45%,Path C - Escalation,600,3.8
PR-082,The item I received is not as described,product_complaints,Neutral,Chat,0.78,45%,Path C - Escalation,600,3.3
PR-083,Your product broke after one week,product_complaints,Neutral,Twitter,0.83,45%,Path C - Escalation,600,3.3
PR-084,The packaging was damaged on arrival,product_complaints,Neutral,Twitter,0.91,45%,Path C - Escalation,600,3.3
PR-085,This is not what I ordered,product_complaints,Neutral,Twitter,0.87,45%,Path C - Escalation,600,3.3
PR-086,The product smells bad,product_complaints,Negative,Chat,0.68,45%,Path C - Escalation,600,2.8
PR-087,The fitness equipment is defective,product_complaints,Positive,Instagram,0.8,45%,Path C - Escalation,600,3.8
PR-088,Will you match a competitor's pricing on this item (query 87)?,product_complaints,Critical,WhatsApp,0.73,45%,Path C - Escalation,600,2.3
PR-089,This product is terrible quality,product_complaints,Neutral,WhatsApp,0.93,45%,Path C - Escalation,600,3.3
PR-090,The item I received is not as described,product_complaints,Negative,WhatsApp,0.92,45%,Path C - Escalation,600,2.8
PR-091,Your product broke after one week,product_complaints,Positive,WhatsApp,0.86,45%,Path C - Escalation,600,3.8
PR-092,The packaging was damaged on arrival,product_complaints,Neutral,Chat,0.86,45%,Path C - Escalation,600,3.3
PR-093,This is not what I ordered,product_complaints,Negative,Email,0.78,45%,Path C - Escalation,600,2.8
PR-094,The product smells bad,product_complaints,Negative,Email,0.97,45%,Path C - Escalation,600,2.8
PR-095,The fitness equipment is defective,product_complaints,Positive,Twitter,0.74,45%,Path C - Escalation,600,3.8
PR-096,Will you match a competitor's pricing on this item (query 95)?,product_complaints,Neutral,Email,0.86,45%,Path C - Escalation,600,3.3
PR-097,This product is terrible quality,product_complaints,Critical,Chat,0.79,45%,Path C - Escalation,600,2.3
PR-098,The item I received is not as described,product_complaints,Negative,WhatsApp,0.79,45%,Path C - Escalation,600,2.8
PR-099,Your product broke after one week,product_complaints,Neutral,WhatsApp,0.91,45%,Path C - Escalation,600,3.3
PR-100,The packaging was damaged on arrival,product_complaints,Negative,Chat,0.71,45%,Path C - Escalation,600,2.8
SU-001,My subscription renewed without my permission,subscription_issues,Negative,Instagram,0.67,60%,Path C - Escalation,600,3.0
SU-002,How do I cancel my subscription (query 1)?,subscription_issues,Critical,Instagram,0.84,60%,Path C - Escalation,600,2.5
SU-003,I was charged for a subscription I didn't authorize,subscription_issues,Neutral,Instagram,0.82,60%,Path C - Escalation,600,3.5
SU-004,Can I pause my subscription (query 3)?,subscription_issues,Neutral,Chat,0.81,60%,Path C - Escalation,600,3.5
SU-005,How do I change my subscription plan (query 4)?,subscription_issues,Negative,Twitter,0.73,60%,Path C - Escalation,600,3.0
SU-006,"My subscription auto-renewed, is this legal (query 5)?",subscription_issues,Negative,Email,0.86,60%,Path C - Escalation,600,3.0
SU-007,"I don't want a subscription, how do I downgrade (query 6)?",subscription_issues,Negative,WhatsApp,0.81,60%,Path C - Escalation,600,3.0
SU-008,My subscription renewed without my permission,subscription_issues,Neutral,Instagram,0.85,60%,Path C - Escalation,600,3.5
SU-009,How do I cancel my subscription (query 8)?,subscription_issues,Neutral,Twitter,0.91,60%,Path C - Escalation,600,3.5
SU-010,I was charged for a subscription I didn't authorize,subscription_issues,Positive,Twitter,0.77,60%,Path C - Escalation,600,4.0
SU-011,Can I pause my subscription (query 10)?,subscription_issues,Positive,Twitter,0.91,60%,Path C - Escalation,600,4.0
SU-012,How do I change my subscription plan (query 11)?,subscription_issues,Neutral,Email,0.86,60%,Path C - Escalation,600,3.5
SU-013,"My subscription auto-renewed, is this legal (query 12)?",subscription_issues,Negative,Twitter,0.78,60%,Path C - Escalation,600,3.0
SU-014,"I don't want a subscription, how do I downgrade (query 13)?",subscription_issues,Positive,Twitter,0.91,60%,Path C - Escalation,600,4.0
SU-015,My subscription renewed without my permission,subscription_issues,Negative,Email,0.78,60%,Path C - Escalation,600,3.0
SU-016,How do I cancel my subscription (query 15)?,subscription_issues,Negative,Instagram,0.89,60%,Path C - Escalation,600,3.0
SU-017,I was charged for a subscription I didn't authorize,subscription_issues,Positive,Instagram,0.82,60%,Path C - Escalation,600,4.0
SU-018,Can I pause my subscription (query 17)?,subscription_issues,Neutral,WhatsApp,0.97,60%,Path C - Escalation,600,3.5
SU-019,How do I change my subscription plan (query 18)?,subscription_issues,Negative,Instagram,0.81,60%,Path C - Escalation,600,3.0
SU-020,"My subscription auto-renewed, is this legal (query 19)?",subscription_issues,Positive,Twitter,0.91,60%,Path C - Escalation,600,4.0
SU-021,"I don't want a subscription, how do I downgrade (query 20)?",subscription_issues,Neutral,WhatsApp,0.92,60%,Path C - Escalation,600,3.5
SU-022,My subscription renewed without my permission,subscription_issues,Positive,WhatsApp,0.82,60%,Path C - Escalation,600,4.0
SU-023,How do I cancel my subscription (query 22)?,subscription_issues,Negative,WhatsApp,0.96,60%,Path C - Escalation,600,3.0
SU-024,I was charged for a subscription I didn't authorize,subscription_issues,Negative,Email,0.8,60%,Path C - Escalation,600,3.0
SU-025,Can I pause my subscription (query 24)?,subscription_issues,Neutral,Chat,0.71,60%,Path C - Escalation,600,3.5
SU-026,How do I change my subscription plan (query 25)?,subscription_issues,Positive,Email,0.73,60%,Path C - Escalation,600,4.0
SU-027,"My subscription auto-renewed, is this legal (query 26)?",subscription_issues,Negative,Email,0.72,60%,Path C - Escalation,600,3.0
SU-028,"I don't want a subscription, how do I downgrade (query 27)?",subscription_issues,Positive,Twitter,0.88,60%,Path C - Escalation,600,4.0
SU-029,My subscription renewed without my permission,subscription_issues,Negative,Email,0.83,60%,Path C - Escalation,600,3.0
SU-030,How do I cancel my subscription (query 29)?,subscription_issues,Neutral,WhatsApp,0.72,60%,Path C - Escalation,600,3.5
SU-031,I was charged for a subscription I didn't authorize,subscription_issues,Neutral,Twitter,0.92,60%,Path C - Escalation,600,3.5
SU-032,Can I pause my subscription (query 31)?,subscription_issues,Negative,Chat,0.68,60%,Path C - Escalation,600,3.0
SU-033,How do I change my subscription plan (query 32)?,subscription_issues,Positive,Chat,0.73,60%,Path C - Escalation,600,4.0
SU-034,"My subscription auto-renewed, is this legal (query 33)?",subscription_issues,Neutral,Twitter,0.88,60%,Path C - Escalation,600,3.5
SU-035,"I don't want a subscription, how do I downgrade (query 34)?",subscription_issues,Neutral,WhatsApp,0.87,60%,Path C - Escalation,600,3.5
SU-036,My subscription renewed without my permission,subscription_issues,Neutral,WhatsApp,0.83,60%,Path C - Escalation,600,3.5
SU-037,How do I cancel my subscription (query 36)?,subscription_issues,Positive,Instagram,0.9,60%,Path C - Escalation,600,4.0
SU-038,I was charged for a subscription I didn't authorize,subscription_issues,Negative,Email,0.83,60%,Path C - Escalation,600,3.0
SU-039,Can I pause my subscription (query 38)?,subscription_issues,Neutral,Twitter,0.91,60%,Path C - Escalation,600,3.5
SU-040,How do I change my subscription plan (query 39)?,subscription_issues,Critical,Chat,0.88,60%,Path C - Escalation,600,2.5
SU-041,"My subscription auto-renewed, is this legal (query 40)?",subscription_issues,Negative,WhatsApp,0.78,60%,Path C - Escalation,600,3.0
SU-042,"I don't want a subscription, how do I downgrade (query 41)?",subscription_issues,Negative,Instagram,0.84,60%,Path C - Escalation,600,3.0
SU-043,My subscription renewed without my permission,subscription_issues,Critical,Chat,0.82,60%,Path C - Escalation,600,2.5
SU-044,How do I cancel my subscription (query 43)?,subscription_issues,Critical,Chat,0.75,60%,Path C - Escalation,600,2.5
SU-045,I was charged for a subscription I didn't authorize,subscription_issues,Neutral,WhatsApp,0.87,60%,Path C - Escalation,600,3.5
SU-046,Can I pause my subscription (query 45)?,subscription_issues,Critical,WhatsApp,0.97,60%,Path C - Escalation,600,2.5
SU-047,How do I change my subscription plan (query 46)?,subscription_issues,Neutral,Twitter,0.85,60%,Path C - Escalation,600,3.5
SU-048,"My subscription auto-renewed, is this legal (query 47)?",subscription_issues,Critical,Email,0.79,60%,Path C - Escalation,600,2.5
SU-049,"I don't want a subscription, how do I downgrade (query 48)?",subscription_issues,Negative,Instagram,0.76,60%,Path C - Escalation,600,3.0
SU-050,My subscription renewed without my permission,subscription_issues,Negative,WhatsApp,0.9,60%,Path C - Escalation,600,3.0
SU-051,How do I cancel my subscription (query 50)?,subscription_issues,Positive,Chat,0.95,60%,Path C - Escalation,600,4.0
SU-052,I was charged for a subscription I didn't authorize,subscription_issues,Positive,Chat,0.72,60%,Path C - Escalation,600,4.0
SU-053,Can I pause my subscription (query 52)?,subscription_issues,Positive,Chat,0.72,60%,Path C - Escalation,600,4.0
SU-054,How do I change my subscription plan (query 53)?,subscription_issues,Critical,Email,0.87,60%,Path C - Escalation,600,2.5
SU-055,"My subscription auto-renewed, is this legal (query 54)?",subscription_issues,Negative,Instagram,0.68,60%,Path C - Escalation,600,3.0
SU-056,"I don't want a subscription, how do I downgrade (query 55)?",subscription_issues,Neutral,Twitter,0.75,60%,Path C - Escalation,600,3.5
SU-057,My subscription renewed without my permission,subscription_issues,Neutral,Email,0.83,60%,Path C - Escalation,600,3.5
SU-058,How do I cancel my subscription (query 57)?,subscription_issues,Critical,Chat,0.81,60%,Path C - Escalation,600,2.5
SU-059,I was charged for a subscription I didn't authorize,subscription_issues,Negative,Twitter,0.94,60%,Path C - Escalation,600,3.0
SU-060,Can I pause my subscription (query 59)?,subscription_issues,Negative,WhatsApp,0.78,60%,Path C - Escalation,600,3.0
SU-061,How do I change my subscription plan (query 60)?,subscription_issues,Critical,Instagram,0.84,60%,Path C - Escalation,600,2.5
SU-062,"My subscription auto-renewed, is this legal (query 61)?",subscription_issues,Critical,Twitter,0.97,60%,Path C - Escalation,600,2.5
SU-063,"I don't want a subscription, how do I downgrade (query 62)?",subscription_issues,Neutral,WhatsApp,0.98,60%,Path C - Escalation,600,3.5
SU-064,My subscription renewed without my permission,subscription_issues,Negative,Instagram,0.74,60%,Path C - Escalation,600,3.0
SU-065,How do I cancel my subscription (query 64)?,subscription_issues,Neutral,Email,0.7,60%,Path C - Escalation,600,3.5
SU-066,I was charged for a subscription I didn't authorize,subscription_issues,Neutral,Instagram,0.71,60%,Path C - Escalation,600,3.5
SU-067,Can I pause my subscription (query 66)?,subscription_issues,Neutral,WhatsApp,0.84,60%,Path C - Escalation,600,3.5
SU-068,How do I change my subscription plan (query 67)?,subscription_issues,Negative,Chat,0.97,60%,Path C - Escalation,600,3.0
SU-069,"My subscription auto-renewed, is this legal (query 68)?",subscription_issues,Neutral,Chat,0.95,60%,Path C - Escalation,600,3.5
SU-070,"I don't want a subscription, how do I downgrade (query 69)?",subscription_issues,Critical,Twitter,0.74,60%,Path C - Escalation,600,2.5
SU-071,My subscription renewed without my permission,subscription_issues,Neutral,Chat,0.76,60%,Path C - Escalation,600,3.5
SU-072,How do I cancel my subscription (query 71)?,subscription_issues,Neutral,Chat,0.82,60%,Path C - Escalation,600,3.5
